Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACO2	2572.65140052425	0.267057284861533	0.0215383253647855	12.3991666175757	2.64055532485411e-35	1.69886738802131e-34
ACOT1	41.483614547164	-1.62212485068753	0.152587722774036	-10.6307691156103	2.14337503204008e-26	1.01327776738641e-25
ACOT11	134.233670760664	1.57138009912366	0.148634249329492	10.5721265873267	4.01290195719356e-26	1.88156969486929e-25
ACOT12	0.438910932929444	-0.714998556408873	0.58399914836828	-1.22431438197575	0.220833653563432	0.275731932512664
ACOT13	824.81552117757	-0.375229826852559	0.0361463879397333	-10.3808388123919	3.03100233655955e-25	1.37644295419758e-24
ACOT2	390.512407146167	-0.567540445411282	0.0815580607840405	-6.95872903248749	3.43356188313262e-12	9.18823725705117e-12
ACOT4	381.177543852767	-0.400632557269597	0.0553665415814819	-7.23600473907141	4.62095183755984e-13	1.28903280220371e-12
ACOT6	5.24920138500004	-1.3066176951702	0.223804193030216	-5.83821812039861	5.27620548255844e-09	1.22308432258961e-08
ACOT7	1362.70728798479	0.271635144314469	0.0540199105123599	5.02842640311886	4.94521243558393e-07	1.03540708063479e-06
ACOT8	505.486859353135	-0.350355812174359	0.0312135416444654	-11.2244812256504	3.09195689667899e-29	1.61980416943575e-28
ACOT9	895.528286966878	0.00494625634747482	0.0319402063794504	0.154859874376301	0.876931787564598	0.901198630102513
ACOX1	2696.78153167691	0.47722691082768	0.0324884500767675	14.6891252029577	7.56845616295851e-49	7.63854151444237e-48
ACOX2	10.4424267634827	-0.652961489947876	0.24285027922515	-2.68874094784345	0.00717220541179195	0.0111809240771203
ACOX3	1038.73515460654	0.600040938361616	0.0222868949809071	26.92348749683	1.16622853365096e-159	2.62781427121757e-157
ACOXL	94.9736187430198	0.441386752191954	0.106287099612135	4.15277821864243	3.28463039692102e-05	6.18904237337725e-05
ACP1	3657.90276794816	-0.0533465073195315	0.0239982322161228	-2.22293487449845	0.0262201917446127	0.0381526429579497
ACP2	1627.55504044342	0.360683789978404	0.0436046433092209	8.27168307330543	1.32081019057039e-16	4.27425005029831e-16
ACP5	3.43454302682832	-0.890164843038712	0.268810008988295	-3.31150185362879	0.000927966251944146	0.00156869554214683
ACP6	2445.75671350716	0.903882373168404	0.0389328320228561	23.2164557830719	3.1056314948812e-119	2.45198165347825e-117
ACPL2	353.960582071903	0.792706481964063	0.0590482957292661	13.4247139934163	4.33253785847169e-41	3.3624115407814e-40
ACPP	110.369062392507	-0.974398059465615	0.10219267256802	-9.53491121212288	1.50013881245131e-21	5.92083915467399e-21
ACPT	4.84309136030635	0.482405715178649	0.190251969524974	2.53561482902454	0.0112250120572529	0.0171157536341355
ACR	1.89542505503486	-0.378845959612684	0.335528669334145	-1.12910160662128	0.258854973656063	0.318002795987423
ACRBP	9.66041745058847	-2.09886684780127	0.224081481962569	-9.36653412597418	7.49533804898199e-21	2.88118668265832e-20
ACRC	38.7025372803404	-0.588275732481133	0.0856276820230696	-6.87015832476513	6.41306884823041e-12	1.69846384947719e-11
ACRV1	13.2070837750194	0.262994803231152	0.139468452389947	1.88569385208228	0.0593362218471735	0.0820187891455209
ACSBG1	8.15369462082989	-0.491937543800184	0.138478820189187	-3.55243887208246	0.000381677687870654	0.000665348083497748
ACSBG2	10.2825292621496	0.0701781547953429	0.12870081354119	0.545281361200431	0.585560021248131	0.648595452422537
ACSF2	851.982072012509	-0.603400404943976	0.035890623278093	-16.812201902113	1.98653317790147e-63	3.107483334605e-62
ACSF3	1462.09195705259	0.153366716587924	0.0350277754032786	4.37843153960526	1.19536478068114e-05	2.308092173289e-05
ACSL1	2426.00056227724	-0.0841749314233433	0.0298055574020071	-2.82413545527838	0.00474083443617776	0.00751384602727486
ACSL3	4137.95454550763	0.170887417330193	0.0190415275526745	8.97445947324695	2.84746440326389e-19	1.02684860893821e-18
ACSL4	69.2374343578859	-0.410870129716088	0.0780740847997032	-5.26256735215229	1.42057597474673e-07	3.05503813378778e-07
ACSL5	2.67843734768918	-0.422281561832362	0.24637033224576	-1.71401141518585	0.0865266294173478	0.116316196965779
ACSL6	1.66457810727595	-0.758510051179589	0.328555498727645	-2.30862077827635	0.0209646339048672	0.0309522762518006
ACSM1	3.10228270653692	-2.29659359870189	0.317590341086121	-7.23130807709017	4.78363777114812e-13	1.33385806260573e-12
ACSM2A	0.03122489178414	-0.0559222909909248	0.657508530633141	-0.0850518105629367	0.932220201020379	NA
ACSM2B	0.0292777476792337	0.401895644142032	0.577650281437838	0.695742142013101	0.486590328815373	NA
ACSM3	30.9516076631667	-1.64487333154257	0.0924793173639626	-17.7863913621788	9.00987655914559e-71	1.83808814361247e-69
ACSM4	1.92047807989711	-0.687471647738767	0.310314873185146	-2.21540025034054	0.0267326041736403	0.0388418811837547
ACSM5	0.287152500162302	-1.32019071863558	0.66872377759682	-1.97419437271981	0.0483596456243786	0.0677805656521729
ACSS1	623.883315649163	-2.15192027564559	0.166776600141372	-12.9030108169939	4.32848938073987e-38	3.04466945076666e-37
ACSS2	951.510868806334	-0.188008432984361	0.0350228997770403	-5.36815723944171	7.95451905566479e-08	1.73052641725213e-07
ACSS3	1296.30568581023	-0.0765007097813846	0.0361000864049808	-2.11912816282981	0.0340796372335377	0.0488166460772404
ACTA1	18.3543163647557	1.05505600073441	0.258746055130468	4.0775732801121	4.55081892353139e-05	8.48476410305862e-05
ACTA2	181.588977001406	0.418878353291742	0.0407269771682425	10.2850342062305	8.23128425459506e-25	3.67803418987632e-24
ACTB	135393.005746665	0.192872193312306	0.0733511916243817	2.62943503767423	0.0085526870836623	0.0132199465681951
ACTBL2	6.70022022223781	1.3293056451287	0.336232501591625	3.9535310799407	7.70062559423741e-05	0.000141094879549417
ACTC1	9.15559557953906	1.58388902394287	0.327460480438344	4.83688603224013	1.31888996728101e-06	2.69530412757092e-06
ACTG1	129962.673722151	-0.00906261156130146	0.045853293591734	-0.197643633672046	0.84332389340771	0.874051235639993
ACTG1P4	16.6200846901736	1.36852258543377	0.287055093309071	4.76745620381759	1.86566534067368e-06	3.77690821137392e-06
ACTG2	65.0866787408526	0.474598304958232	0.11621660083622	4.08373934139639	4.43167392664971e-05	8.27108319451217e-05
ACTL10	130.212119808023	-0.0860852394903124	0.0504648005755327	-1.70584721446516	0.0880365298201514	0.118163748679025
ACTL6A	4714.02412422404	0.166165236363873	0.0319194067080414	5.20577458985197	1.9318904001897e-07	4.12765076554488e-07
ACTL6B	0.457646320203706	-0.530983619372183	0.561709560248163	-0.945299238164283	0.344506127256893	0.40916351057209
ACTL7A	0.396611650990063	0.804511535632129	0.577190417456539	1.39384076952855	0.16336569368472	0.209418027432458
ACTL7B	0.569991366739997	1.19529570826524	0.581573457870479	2.05527898855977	0.0398520655717235	0.0565240344419933
ACTL8	18.7268982947155	-0.218849432953792	0.133075926329869	-1.64454562887135	0.100063547252984	0.133086243308883
ACTL9	1.17933931746654	1.89414777009343	0.45590144144614	4.15473082095355	3.25670709902388e-05	6.13931229214371e-05
ACTN1	12118.0329069836	0.793708419983703	0.0310650525662653	25.5498817615271	5.50729891132166e-144	8.62838846622223e-142
ACTN2	1.28850081822093	0.567341523716748	0.477340745907675	1.18854618756238	0.234618294299162	0.291192642802613
ACTN3	2.87417185778989	0.828888935134676	0.263857593685897	3.14142535583571	0.00168127659232619	0.00277912304504694
ACTN4	25251.4440903483	0.0439503197780252	0.0246304081263362	1.78439267236628	0.0743598809301767	0.101188372950652
ACTR10	1709.99198535284	-0.366265994597766	0.0326992005582983	-11.2010687828518	4.02843793984416e-29	2.09943592634186e-28
ACTR1A	4032.77341858785	-0.0642227953633807	0.0176904001846682	-3.63037549704732	0.00028300919514972	0.000498416299247606
ACTR1B	2828.64353134061	-0.575711996590159	0.0273509791554369	-21.0490452030386	2.3333293594153e-98	1.03523422508218e-96
ACTR2	9266.31374760569	0.182102888555207	0.0639802271784581	2.84623697954797	0.00442392586790614	0.00704106423452299
ACTR3	8422.89157753646	0.519207465098123	0.025564406447992	20.3097797773789	1.05375763636562e-91	3.92789138283942e-90
ACTR3B	273.866925063311	0.0340960282645302	0.0604425767450934	0.56410613346821	0.57268190411562	0.636263872860645
ACTR3BP2	0.0192720680295133	-0.658991917105971	0.618697839657587	-1.0651272315266	0.28681835772316	NA
ACTR3BP5	0	NA	NA	NA	NA	NA
ACTR3C	38.9405031581926	-0.904122513232598	0.106156975404708	-8.51684507575468	1.63958598057875e-17	5.51589620106126e-17
ACTR5	357.85919658979	0.0162716594816071	0.0316825698993284	0.513583952732067	0.607542901388896	0.668778867776429
